SBID,OBS_FREQ,FIELD_NAME,BEAM,RA_HMS,DEC_DMS,DATEOBS,DATEEND,BMAJ,BMIN,BPA
8641,864.5,RACS_0849-56A,13,08:37:34.135,-57:50:51.1102,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.83,8.86,43.3
8641,864.5,RACS_0849-56A,14,08:37:54.151,-56:47:54.1,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.73,8.92,44.0
8641,864.5,RACS_0849-56A,15,08:38:12.852,-55:44:57.48,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.6,8.91,44.7
8641,864.5,RACS_0849-56A,16,08:31:42.163,-53:35:45.64,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.51,8.9,48.6
8641,864.5,RACS_0849-56A,17,08:38:46.769,-53:39:00.32,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.32,8.77,46.9
8641,864.5,RACS_0849-56A,18,08:45:51.991,-53:40:37.7,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.25,8.95,44.4
8641,864.5,RACS_0849-56A,19,08:52:57.42,-53:40:37.7,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,13.17,8.72,34.0
8641,864.5,RACS_0849-56A,20,09:00:02.642,-53:39:00.32,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,13.89,10.39,-23.9
8641,864.5,RACS_0849-56A,21,09:07:07.248,-53:35:45.64,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,11.65,8.8,38.8
8641,864.5,RACS_0849-56A,22,09:07:34.531,-54:38:40.42,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,13.08,8.6,28.7
8641,864.5,RACS_0849-56A,23,09:08:03.622,-55:41:32.68,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,13.41,8.79,28.8
8641,864.5,RACS_0849-56A,24,09:08:34.692,-56:44:23.64,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,13.56,8.78,28.3
8641,864.5,RACS_0849-56A,25,09:09:07.946,-57:47:14.46,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.39,9.06,33.8
8641,864.5,RACS_0849-56A,26,09:09:43.618,-58:50:06.4,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.32,8.91,33.3
8641,864.5,RACS_0849-56A,27,09:01:36.751,-58:53:49.7,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.64,9.05,33.5
8641,864.5,RACS_0849-56A,28,08:53:28.836,-58:55:41.4502,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.75,9.01,36.0
8641,864.5,RACS_0849-56A,29,08:45:20.573,-58:55:41.4502,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.81,8.92,39.5
8641,864.5,RACS_0849-56A,30,08:37:12.66,-58:53:49.7,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,13.0,8.92,42.5
8641,864.5,RACS_0849-56A,31,08:29:05.794,-58:50:06.4,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,13.14,8.91,44.9
8641,864.5,RACS_0849-56A,32,08:29:41.462,-57:47:14.46,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,13.05,8.99,44.7
8641,864.5,RACS_0849-56A,33,08:30:14.719,-56:44:23.64,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.88,8.92,46.2
8641,864.5,RACS_0849-56A,34,08:30:45.79,-55:41:32.68,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.66,8.76,46.7
8641,864.5,RACS_0849-56A,35,08:31:14.88,-54:38:40.42,2019-05-04 11:35:52.714,2019-05-04 11:51:08.381,12.52,8.75,47.6
8641,864.5,RACS_0855-43A,0,08:52:55.582,-43:20:43.1902,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,23.77,8.26,83.5
8641,864.5,RACS_0855-43A,1,08:58:42.091,-43:20:43.1902,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,24.65,8.12,82.4
8641,864.5,RACS_0855-43A,2,08:52:52.502,-44:23:42.9,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,23.4,8.24,83.9
8641,864.5,RACS_0855-43A,3,08:58:45.17,-44:23:42.9,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,24.39,8.26,82.8
8641,864.5,RACS_0855-43A,4,08:47:17.868,-42:16:37.92,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,23.11,8.16,83.9
8641,864.5,RACS_0855-43A,5,08:52:58.5,-42:17:42.86,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,24.17,8.24,83.1
8641,864.5,RACS_0855-43A,6,08:58:39.175,-42:17:42.86,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,25.26,8.19,82.2
8641,864.5,RACS_0855-43A,7,09:04:19.807,-42:16:37.92,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,26.12,8.08,81.3
8641,864.5,RACS_0855-43A,8,09:04:28.555,-43:19:37.16,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,25.77,8.11,81.3
8641,864.5,RACS_0855-43A,9,09:04:37.788,-44:22:35.6902,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,25.35,8.13,81.6
8641,864.5,RACS_0855-43A,10,09:04:47.539,-45:25:34.7498,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,25.4,8.25,82.4
8641,864.5,RACS_0855-43A,11,08:58:48.425,-45:26:43.22,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,24.29,8.29,83.3
8641,864.5,RACS_0855-43A,12,08:52:49.25,-45:26:43.22,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,23.07,8.28,84.3
8641,864.5,RACS_0855-43A,13,08:46:50.134,-45:25:34.7498,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,22.21,8.25,85.4
8641,864.5,RACS_0855-43A,14,08:46:59.887,-44:22:35.6902,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,22.53,8.28,84.9
8641,864.5,RACS_0855-43A,15,08:47:09.118,-43:19:37.16,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,22.87,8.29,84.4
8641,864.5,RACS_0855-43A,16,08:41:51.173,-41:11:28.86,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,22.76,8.26,84.6
8641,864.5,RACS_0855-43A,17,08:47:26.165,-41:13:36.7,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,23.68,8.12,83.8
8641,864.5,RACS_0855-43A,18,08:53:01.267,-41:14:40.6,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,24.62,8.23,82.8
8641,864.5,RACS_0855-43A,19,08:58:36.408,-41:14:40.6,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,25.93,8.5,85.7
8641,864.5,RACS_0855-43A,20,09:04:11.51,-41:13:36.7,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,39.56,7.6,80.0
8641,864.5,RACS_0855-43A,21,09:09:46.502,-41:11:28.86,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,27.62,7.81,80.0
8641,864.5,RACS_0855-43A,22,09:10:00.314,-42:14:28.0702,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,27.81,8.33,83.9
8641,864.5,RACS_0855-43A,23,09:10:14.878,-43:17:25.1498,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,27.37,8.56,84.1
8641,864.5,RACS_0855-43A,24,09:10:30.247,-44:20:21.34,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,26.99,8.58,84.4
8641,864.5,RACS_0855-43A,25,09:10:46.478,-45:23:17.84,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,25.92,8.16,81.0
8641,864.5,RACS_0855-43A,26,09:11:03.641,-46:26:16.0102,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,25.65,8.07,81.3
8641,864.5,RACS_0855-43A,27,09:04:57.852,-46:28:35.62,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,25.08,8.23,82.7
8641,864.5,RACS_0855-43A,28,08:58:51.864,-46:29:45.42,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,24.08,8.26,83.9
8641,864.5,RACS_0855-43A,29,08:52:45.811,-46:29:45.42,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,22.83,8.26,84.8
8641,864.5,RACS_0855-43A,30,08:46:39.823,-46:28:35.62,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,21.92,8.32,85.8
8641,864.5,RACS_0855-43A,31,08:40:34.034,-46:26:16.0102,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,21.15,8.33,86.8
8641,864.5,RACS_0855-43A,32,08:40:51.194,-45:23:17.84,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,21.87,8.34,86.5
8641,864.5,RACS_0855-43A,33,08:41:07.428,-44:20:21.34,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,21.71,8.28,85.7
8641,864.5,RACS_0855-43A,34,08:41:22.795,-43:17:25.1498,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,21.94,8.14,85.6
8641,864.5,RACS_0855-43A,35,08:41:37.361,-42:14:28.0702,2019-05-04 05:09:21.571,2019-05-04 05:24:37.238,22.28,8.12,85.2
8641,864.5,RACS_0913-50A,0,09:10:36.492,-49:34:05.12,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,22.32,8.35,85.6
8641,864.5,RACS_0913-50A,1,09:17:05.045,-49:34:05.12,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,23.06,8.19,84.2
8641,864.5,RACS_0913-50A,2,09:10:32.189,-50:37:04.7302,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,22.08,8.36,86.1
8641,864.5,RACS_0913-50A,3,09:17:09.35,-50:37:04.7302,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,22.94,8.36,84.9
8641,864.5,RACS_0913-50A,4,09:04:20.222,-48:29:44.5898,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,21.64,8.24,86.0
8641,864.5,RACS_0913-50A,5,09:10:40.553,-48:31:04.84,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,22.59,8.34,85.1
8641,864.5,RACS_0913-50A,6,09:17:00.986,-48:31:04.84,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,23.61,8.28,84.0
8641,864.5,RACS_0913-50A,7,09:23:21.314,-48:29:44.5898,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,24.56,8.25,82.9
8641,864.5,RACS_0913-50A,8,09:23:33.482,-49:32:43.1902,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,24.06,8.19,83.0
8641,864.5,RACS_0913-50A,9,09:23:46.382,-50:35:40.9898,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,23.78,8.23,83.3
8641,864.5,RACS_0913-50A,10,09:24:00.079,-51:38:39.26,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,24.06,8.34,84.1
8641,864.5,RACS_0913-50A,11,09:17:13.92,-51:40:04.94,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,22.99,8.38,85.4
8641,864.5,RACS_0913-50A,12,09:10:27.619,-51:40:04.94,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,21.85,8.36,86.6
8641,864.5,RACS_0913-50A,13,09:03:41.46,-51:38:39.26,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,21.02,8.34,88.0
8641,864.5,RACS_0913-50A,14,09:03:55.154,-50:35:40.9898,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,21.29,8.38,87.3
8641,864.5,RACS_0913-50A,15,09:04:08.054,-49:32:43.1902,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,21.51,8.37,86.8
8641,864.5,RACS_0913-50A,16,08:58:19.33,-47:24:06.62,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,21.19,8.23,87.0
8641,864.5,RACS_0913-50A,17,09:04:31.716,-47:26:43.98,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,21.88,8.23,85.8
8641,864.5,RACS_0913-50A,18,09:10:44.386,-47:28:02.64,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,22.88,8.32,84.6
8641,864.5,RACS_0913-50A,19,09:16:57.151,-47:28:02.64,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,24.31,8.6,87.6
8641,864.5,RACS_0913-50A,20,09:23:09.823,-47:26:43.98,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,36.41,7.61,80.4
8641,864.5,RACS_0913-50A,21,09:29:22.207,-47:24:06.62,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,25.72,8.0,81.2
8641,864.5,RACS_0913-50A,22,09:29:41.328,-48:27:04.14,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,26.17,8.31,85.3
8641,864.5,RACS_0913-50A,23,09:30:01.572,-49:29:59.3498,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,25.88,8.58,85.6
8641,864.5,RACS_0913-50A,24,09:30:23.03,-50:32:53.52,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,25.64,8.57,86.0
8641,864.5,RACS_0913-50A,25,09:30:45.811,-51:35:47.9,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,24.69,8.4,82.6
8641,864.5,RACS_0913-50A,26,09:31:10.027,-52:38:43.7302,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,24.27,8.26,82.8
8641,864.5,RACS_0913-50A,27,09:24:14.64,-52:41:39.26,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,23.9,8.33,84.5
8641,864.5,RACS_0913-50A,28,09:17:18.78,-52:43:07.0702,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,22.95,8.31,85.9
8641,864.5,RACS_0913-50A,29,09:10:22.759,-52:43:07.0702,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,21.77,8.33,87.2
8641,864.5,RACS_0913-50A,30,09:03:26.897,-52:41:39.26,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,20.89,8.4,88.5
8641,864.5,RACS_0913-50A,31,08:56:31.512,-52:38:43.7302,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,20.18,8.43,89.7
8641,864.5,RACS_0913-50A,32,08:56:55.728,-51:35:47.9,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,20.62,8.41,89.3
8641,864.5,RACS_0913-50A,33,08:57:18.506,-50:32:53.52,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,20.56,8.43,88.5
8641,864.5,RACS_0913-50A,34,08:57:39.967,-49:29:59.3498,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,20.66,8.24,88.1
8641,864.5,RACS_0913-50A,35,08:58:00.209,-48:27:04.14,2019-05-04 05:24:47.261,2019-05-04 05:39:52.992,20.9,8.22,87.5
8641,864.5,RACS_0929-43A,0,09:26:24.883,-43:20:43.1902,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,24.22,8.25,83.0
8641,864.5,RACS_0929-43A,1,09:32:11.395,-43:20:43.1902,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,25.15,8.1,81.9
8641,864.5,RACS_0929-43A,2,09:26:21.804,-44:23:42.9,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,23.84,8.24,83.4
8641,864.5,RACS_0929-43A,3,09:32:14.474,-44:23:42.9,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,24.86,8.25,82.4
8641,864.5,RACS_0929-43A,4,09:20:47.17,-42:16:37.92,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,23.56,8.15,83.4
8641,864.5,RACS_0929-43A,5,09:26:27.802,-42:17:42.86,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,24.64,8.24,82.7
8641,864.5,RACS_0929-43A,6,09:32:08.477,-42:17:42.86,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,25.8,8.18,81.8
8641,864.5,RACS_0929-43A,7,09:37:49.109,-42:16:37.92,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,26.68,8.08,80.8
8641,864.5,RACS_0929-43A,8,09:37:57.857,-43:19:37.16,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,26.07,8.02,80.8
8641,864.5,RACS_0929-43A,9,09:38:07.09,-44:22:35.6902,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,25.61,8.03,81.1
8641,864.5,RACS_0929-43A,10,09:38:16.841,-45:25:34.7498,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,25.68,8.15,81.8
8641,864.5,RACS_0929-43A,11,09:32:17.726,-45:26:43.22,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,24.76,8.3,82.8
8641,864.5,RACS_0929-43A,12,09:26:18.552,-45:26:43.22,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,23.48,8.28,83.8
8641,864.5,RACS_0929-43A,13,09:20:19.435,-45:25:34.7498,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,22.6,8.23,84.9
8641,864.5,RACS_0929-43A,14,09:20:29.189,-44:22:35.6902,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,22.93,8.28,84.4
8641,864.5,RACS_0929-43A,15,09:20:38.422,-43:19:37.16,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,23.3,8.28,84.0
8641,864.5,RACS_0929-43A,16,09:15:20.474,-41:11:28.86,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,23.2,8.26,84.1
8641,864.5,RACS_0929-43A,17,09:20:55.466,-41:13:36.7,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,24.16,8.11,83.4
8641,864.5,RACS_0929-43A,18,09:26:30.569,-41:14:40.6,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,25.13,8.22,82.3
8641,864.5,RACS_0929-43A,19,09:32:05.71,-41:14:40.6,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,26.47,8.5,85.1
8641,864.5,RACS_0929-43A,20,09:37:40.812,-41:13:36.7,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,39.19,7.6,79.6
8641,864.5,RACS_0929-43A,21,09:43:15.804,-41:11:28.86,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,28.26,7.8,79.5
8641,864.5,RACS_0929-43A,22,09:43:29.616,-42:14:28.0702,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,28.42,8.33,83.3
8641,864.5,RACS_0929-43A,23,09:43:44.179,-43:17:25.1498,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,27.96,8.59,83.5
8641,864.5,RACS_0929-43A,24,09:43:59.549,-44:20:21.34,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,27.53,8.57,83.8
8641,864.5,RACS_0929-43A,25,09:44:15.78,-45:23:17.84,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,26.44,8.16,80.5
8641,864.5,RACS_0929-43A,26,09:44:32.942,-46:26:16.0102,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,25.9,7.99,80.7
8641,864.5,RACS_0929-43A,27,09:38:27.154,-46:28:35.62,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,25.57,8.23,82.2
8641,864.5,RACS_0929-43A,28,09:32:21.166,-46:29:45.42,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,24.52,8.25,83.4
8641,864.5,RACS_0929-43A,29,09:26:15.113,-46:29:45.42,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,23.23,8.26,84.3
8641,864.5,RACS_0929-43A,30,09:20:09.125,-46:28:35.62,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,22.3,8.32,85.3
8641,864.5,RACS_0929-43A,31,09:14:03.336,-46:26:16.0102,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,21.49,8.32,86.3
8641,864.5,RACS_0929-43A,32,09:14:20.498,-45:23:17.84,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,22.05,8.34,86.0
8641,864.5,RACS_0929-43A,33,09:14:36.73,-44:20:21.34,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,22.09,8.31,85.4
8641,864.5,RACS_0929-43A,34,09:14:52.099,-43:17:25.1498,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,22.32,8.14,85.2
8641,864.5,RACS_0929-43A,35,09:15:06.662,-42:14:28.0702,2019-05-04 05:40:02.928,2019-05-04 05:55:28.618,22.69,8.11,84.8
8641,864.5,RACS_0931-56A,0,09:28:01.846,-55:46:39.94,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.4,9.26,-58.5
8641,864.5,RACS_0931-56A,1,09:35:29.918,-55:46:39.94,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.45,9.12,-61.2
8641,864.5,RACS_0931-56A,2,09:27:55.603,-56:49:39.4,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.5,9.24,-57.5
8641,864.5,RACS_0931-56A,3,09:35:36.161,-56:49:39.4,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.71,9.21,-59.7
8641,864.5,RACS_0931-56A,4,09:20:51.53,-54:41:59.96,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,12.99,9.21,-58.3
8641,864.5,RACS_0931-56A,5,09:28:07.69,-54:43:39.7898,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.32,9.27,-59.6
8641,864.5,RACS_0931-56A,6,09:35:24.074,-54:43:39.7898,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.57,9.15,-61.8
8641,864.5,RACS_0931-56A,7,09:42:40.234,-54:41:59.96,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.8,9.18,-63.6
8641,864.5,RACS_0931-56A,8,09:42:57.734,-55:44:57.48,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.71,9.14,-63.3
8641,864.5,RACS_0931-56A,9,09:43:16.435,-56:47:54.1,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.81,9.14,-62.4
8641,864.5,RACS_0931-56A,10,09:43:36.451,-57:50:51.1102,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,14.3,9.17,-60.9
8641,864.5,RACS_0931-56A,11,09:35:42.842,-57:52:39.5,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.99,9.2,-58.6
8641,864.5,RACS_0931-56A,12,09:27:48.922,-57:52:39.5,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.61,9.23,-56.5
8641,864.5,RACS_0931-56A,13,09:19:55.313,-57:50:51.1102,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.37,9.21,-53.9
8641,864.5,RACS_0931-56A,14,09:20:15.329,-56:47:54.1,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.33,9.29,-55.2
8641,864.5,RACS_0931-56A,15,09:20:34.03,-55:44:57.48,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.23,9.3,-56.4
8641,864.5,RACS_0931-56A,16,09:14:03.341,-53:35:45.64,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,12.84,9.31,-56.7
8641,864.5,RACS_0931-56A,17,09:21:07.946,-53:39:00.32,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,12.91,9.21,-58.5
8641,864.5,RACS_0931-56A,18,09:28:13.169,-53:40:37.7,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.24,9.3,-60.7
8641,864.5,RACS_0931-56A,19,09:35:18.595,-53:40:37.7,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,14.26,9.07,-53.7
8641,864.5,RACS_0931-56A,20,09:42:23.818,-53:39:00.32,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,20.75,8.17,-73.3
8641,864.5,RACS_0931-56A,21,09:49:28.423,-53:35:45.64,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.66,8.97,-66.9
8641,864.5,RACS_0931-56A,22,09:49:55.709,-54:38:40.42,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,14.87,8.89,-57.3
8641,864.5,RACS_0931-56A,23,09:50:24.797,-55:41:32.68,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,15.1,9.15,-56.7
8641,864.5,RACS_0931-56A,24,09:50:55.87,-56:44:23.64,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,15.25,9.14,-56.3
8641,864.5,RACS_0931-56A,25,09:51:29.124,-57:47:14.46,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,14.34,9.24,-63.3
8641,864.5,RACS_0931-56A,26,09:52:04.795,-58:50:06.4,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,14.26,9.07,-62.8
8641,864.5,RACS_0931-56A,27,09:43:57.929,-58:53:49.7,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,14.44,9.15,-60.2
8641,864.5,RACS_0931-56A,28,09:35:50.014,-58:55:41.4502,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,14.17,9.12,-57.9
8641,864.5,RACS_0931-56A,29,09:27:41.75,-58:55:41.4502,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.76,9.16,-55.6
8641,864.5,RACS_0931-56A,30,09:19:33.835,-58:53:49.7,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.52,9.24,-53.1
8641,864.5,RACS_0931-56A,31,09:11:26.969,-58:50:06.4,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.33,9.27,-50.7
8641,864.5,RACS_0931-56A,32,09:12:02.64,-57:47:14.46,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.41,9.29,-51.9
8641,864.5,RACS_0931-56A,33,09:12:35.894,-56:44:23.64,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,13.13,9.31,-52.9
8641,864.5,RACS_0931-56A,34,09:13:06.967,-55:41:32.68,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,12.91,9.13,-53.8
8641,864.5,RACS_0931-56A,35,09:13:36.055,-54:38:40.42,2019-05-04 07:59:03.811,2019-05-04 08:14:19.478,12.81,9.13,-55.1
8641,864.5,RACS_0950-50A,0,09:47:31.877,-49:34:05.12,2019-05-04 05:55:38.554,2019-05-04 06:10:44.285,23.13,8.32,84.5
8641,864.5,RACS_0950-50A,1,09:54:00.43,-49:34:05.12,2019-05-04 05:55:38.554,2019-05-04 06:10:44.285,23.97,8.19,83.1
8641,864.5,RACS_0950-50A,2,09:47:27.571,-50:37:04.7302,2019-05-04 05:55:38.554,2019-05-04 06:10:44.285,22.86,8.34,85.0
8641,864.5,RACS_0950-50A,3,09:54:04.735,-50:37:04.7302,2019-05-04 05:55:38.554,2019-05-04 06:10:44.285,23.81,8.34,83.7
8641,864.5,RACS_0950-50A,4,09:41:15.607,-48:29:44.5898,2019-05-04 05:55:38.554,2019-05-04 06:10:44.285,22.42,8.22,84.9
8641,864.5,RACS_0950-50A,5,09:47:35.935,-48:31:04.84,2019-05-04 05:55:38.554,2019-05-04 06:10:44.285,23.44,8.32,84.0
8641,864.5,RACS_0950-50A,6,09:53:56.371,-48:31:04.84,2019-05-04 05:55:38.554,2019-05-04 06:10:44.285,24.52,8.24,83.0
8641,864.5,RACS_0950-50A,7,10:00:16.699,-48:29:44.5898,2019-05-04 05:55:38.554,2019-05-04 06:10:44.285,25.59,8.26,81.8
8641,864.5,RACS_0950-50A,8,10:00:28.867,-49:32:43.1902,2019-05-04 05:55:38.554,2019-05-04 06:10:44.285,25.04,8.19,81.8
8641,864.5,RACS_0950-50A,9,10:00:41.767,-50:35:40.9898,2019-05-04 05:55:38.554,2019-05-04 06:10:44.285,24.71,8.19,82.2
